jurisdiction,year,month,date,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,day_of_highest_count,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Humboldt Sheriff's Department,2020,march,2020-03-01,Humboldt County,06,023,06023,223,42,77,15,357,248,84,332,17,8,25,2020-03-07,420,135,47,69,NA,426,37,4,53,10,3,NA,NA,NA,NA,8,1,551,43,57,NA,NA,NA,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2020,march,2020-03-01,Imperial County,06,025,06025,170,26,120,29,345,185,145,330,11,4,15,2020-03-09,387,74,22,73,15,289,128,23,45,7,1,0,68,0,0,3,1,277,0,0,0,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2020,march,2020-03-01,Inyo County,06,027,06027,15,5,18,2,40,18,10,28,2,10,12,2020-03-31,48,6,0,5,0,82,6,0,0,0,0,0,0,0,0,0,0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2020,march,2020-03-01,Kern County,06,029,06029,1414,183,110,11,1718,1490,110,1600,107,11,118,2020-03-02,1814,1597,277,463,52,1871,61,142,71,35,17,NA,111,NA,NA,132,2,1713,257,510,NA,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2020,march,2020-03-01,Kings County,06,031,06031,352,52,131,29,564,377,82,459,27,78,105,2020-03-01,596,22,36,205,17,144,381,55,50,7,NA,1,0,0,1,NA,NA,404,0,0,0,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2020,march,2020-03-01,Lake County,06,033,06033,109,25,87,22,243,113,84,197,21,25,46,2020-03-05,279,60,32,54,0,456,4,7,17,0,0,0,0,0,0,0,0,184,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2020,march,2020-03-01,Lassen County,06,035,06035,51,4,34,11,100,52,39,91,3,6,9,2020-03-01,115,21,18,20,0,245,35,2,1,0,0,0,0,0,18,3,0,50,0,0,0,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2020,march,2020-03-01,Los Angeles County,06,037,06037,8868,1207,4942,790,15807,9388,4924,14312,687,808,1495,2020-03-04,17071,3048,1996,4185,3019,8067,8188,477,1134,480,234,0,0,0,0,304,20,5704,66,46,NA,NA,NA,NA,NA,NA,NA,NA
Madera Corrections Department,2020,march,2020-03-01,Madera County,06,039,06039,243,50,94,9,396,253,90,343,40,13,53,2020-03-08,521,49,79,40,0,427,116,5,48,0,1,0,0,0,0,1,0,321,0,0,0,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,2020,march,2020-03-01,Marin County,06,041,06041,159,24,54,14,251,142,37,179,41,31,72,2020-03-15,293,5,51,33,23,293,386,10,25,NA,12,0,1,0,0,0,0,429,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2020,march,2020-03-01,Mariposa County,06,043,06043,17,3,9,1,30,18,6,24,2,4,6,2020-03-01,41,7,1,7,0,25,10,9,3,0,0,0,0,0,0,2,0,47,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2020,march,2020-03-01,Mendocino County,06,045,06045,117,24,100,13,254,74,36,110,67,77,144,2020-03-01,280,86,56,86,NA,410,164,8,1,NA,11,NA,NA,NA,NA,16,NA,235,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2020,march,2020-03-01,Merced County,06,047,06047,465,51,8,5,529,516,13,529,0,0,0,2020-03-09,629,158,46,158,0,712,251,30,53,8,36,0,0,0,0,3,16,533,2,40,0,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2020,march,2020-03-01,Modoc County,06,049,06049,20,3,7,2,32,21,7,28,2,2,4,2020-03-08,38,13,1,13,0,37,20,2,1,0,1,0,0,0,0,3,0,38,2,1,0,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2020,march,2020-03-01,Mono County,06,051,06051,17,1,7,1,26,13,5,18,5,3,8,2020-03-02,30,0,0,0,0,13,13,5,0,0,0,0,0,0,0,0,0,27,0,0,0,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2020,march,2020-03-01,Monterey County,06,053,06053,467,54,238,38,797,490,237,727,31,39,70,2020-03-01,885,NA,NA,224,NA,2039,381,22,106,11,15,0,0,0,0,21,0,751,177,200,0,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2020,march,2020-03-01,Napa County,06,055,06055,128,21,74,13,236,139,74,213,10,13,23,2020-03-08,282,48,14,69,0,98,177,9,9,5,11,0,0,0,0,6,0,255,89,58,0,NA,NA,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2020,march,2020-03-01,Nevada County,06,057,06057,131,32,36,6,205,157,33,190,6,9,15,2020-03-01,211,37,12,73,0,225,74,0,30,4,NA,NA,47,NA,3,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2020,march,2020-03-01,Orange County,06,059,06059,2588,303,1659,293,4843,2348,1078,3426,543,874,1417,2020-03-01,5188,1734,424,1142,121,9490,9789,210,1425,15,83,NA,153,NA,NA,66,8,2992,0,0,0,NA,NA,NA,NA,NA,NA,NA
Placer Sheriff's Department,2020,march,2020-03-01,Placer County,06,061,06061,408,38,172,46,664,318,148,466,128,70,198,2020-03-02,690,310,89,310,19,765,87,35,99,20,10,0,0,0,0,8,0,715,49,2,0,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2020,march,2020-03-01,Plumas County,06,063,06063,15,3,22,4,44,14,16,30,4,10,14,2020-03-01,54,NA,NA,2,0,133,17,9,5,0,0,1,0,0,0,1,0,47,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2020,march,2020-03-01,Riverside County,06,065,06065,2531,285,839,123,3778,2657,842,3499,159,120,279,2020-03-10,3909,1369,636,1473,528,13623,4096,325,149,33,44,25,0,0,0,79,2,3776,87,192,0,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2020,march,2020-03-01,Sacramento County,06,067,06067,1919,207,1019,191,3336,2010,923,2933,116,287,403,2020-03-01,3624,1621,686,990,16,6083,2773,64,685,12,23,0,306,22,0,142,0,2166,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2020,march,2020-03-01,San Benito County,06,069,06069,62,6,31,9,108,52,25,77,16,15,31,2020-03-02,131,17,12,17,0,116,23,1,16,0,1,0,0,0,0,0,0,96,21,4,NA,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2020,march,2020-03-01,San Bernardino County,06,071,06071,3639,427,1173,186,5425,2951,1027,3978,1115,332,1447,2020-03-11,5740,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,244,NA,0,108,NA,4385,153,7,0,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2020,march,2020-03-01,San Diego County,06,073,06073,2491,425,1841,388,5145,2723,2073,4796,193,156,349,2020-03-01,5485,4867,1280,1471,41,17909,6427,193,422,56,58,NA,NA,NA,NA,19,11,4428,0,709,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Work Furlough,2020,march,2020-03-01,San Diego County,06,073,06073,5,2,256,68,331,NA,NA,0,NA,NA,0,2020-03-05,335,NA,NA,NA,0,0,0,NA,NA,0,0,0,223,0,0,0,0,141,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2020,march,2020-03-01,San Francisco County,06,075,06075,774,70,136,12,992,815,135,950,29,13,42,2020-03-24,1243,451,284,247,103,2098,1145,49,86,14,8,NA,0,0,0,6,6,971,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2020,march,2020-03-01,San Joaquin County,06,077,06077,856,117,304,58,1335,898,307,1205,75,55,130,2020-03-02,1429,408,228,223,22,1133,258,136,24,17,12,0,0,0,0,65,0,1522,310,58,0,NA,NA,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2020,march,2020-03-01,San Luis Obispo County,06,079,06079,261,41,159,39,500,230,96,326,72,102,174,2020-03-13,553,244,85,222,NA,3288,567,31,100,NA,5,NA,NA,3,0,10,0,459,NA,181,0,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2020,march,2020-03-01,San Mateo County,06,081,06081,518,60,262,47,887,528,282,810,50,27,77,2020-03-08,974,449,134,158,10,261,469,59,121,11,9,0,4,0,0,18,1,767,0,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2020,march,2020-03-01,Santa Barbara County,06,083,06083,439,61,281,46,827,442,254,696,58,73,131,2020-03-01,918,NA,NA,221,NA,822,72,27,95,NA,13,0,0,0,0,NA,4,714,52,19,0,NA,NA,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2020,march,2020-03-01,Santa Clara County,06,085,06085,2195,229,525,69,3018,2098,476,2574,326,118,444,2020-03-09,3294,1765,476,1536,74,4150,1779,167,365,18,14,0,0,0,0,NA,2,2366,0,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2020,march,2020-03-01,Santa Cruz County,06,087,06087,223,28,74,21,346,38,14,52,213,81,294,2020-03-12,500,118,52,100,31,743,456,9,33,0,6,NA,NA,NA,NA,1,1,581,NA,2,0,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2020,march,2020-03-01,Shasta County,06,089,06089,245,46,104,18,413,272,112,384,19,10,29,2020-03-09,441,193,86,128,0,496,228,17,54,0,19,18,0,NA,NA,20,0,655,241,58,NA,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2020,march,2020-03-01,Siskiyou County,06,093,06093,70,6,3,2,81,76,5,81,0,0,0,2020-03-05,96,48,14,36,0,238,80,14,2,1,1,0,0,0,0,0,0,178,13,25,0,NA,NA,NA,NA,NA,NA,NA
Solano Sheriff's Department,2020,march,2020-03-01,Solano County,06,095,06095,478,48,115,17,658,463,100,563,63,32,95,2020-03-09,730,172,196,172,0,1976,1140,17,138,0,7,0,0,0,0,21,0,891,0,0,0,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2020,march,2020-03-01,Sonoma County,06,097,06097,477,78,297,59,911,462,267,729,93,89,182,2020-03-02,1042,384,201,286,179,951,150,51,22,10,10,0,NA,10,NA,13,29,925,1,126,0,NA,NA,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2020,march,2020-03-01,Stanislaus County,06,099,06099,850,121,288,36,1295,887,247,1134,84,77,161,2020-03-08,1401,409,302,260,57,1357,352,85,92,2,17,NA,NA,NA,NA,12,5,1375,414,185,0,NA,NA,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2020,march,2020-03-01,Sutter County,06,101,06101,130,10,29,3,172,120,20,140,20,12,32,2020-03-04,250,38,57,78,8,189,167,21,6,2,4,0,0,0,0,6,0,277,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2020,march,2020-03-01,Tehama County,06,103,06103,81,12,62,11,166,NA,NA,0,NA,NA,0,2020-03-07,188,22,4,45,0,403,91,4,8,4,2,0,0,0,0,4,0,197,0,27,0,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2020,march,2020-03-01,Trinity County,06,105,06105,35,10,12,2,59,34,14,48,11,0,11,2020-03-21,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,3,1,32,15,1,0,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2020,march,2020-03-01,Tulare County,06,107,06107,730,83,390,94,1297,770,428,1198,43,56,99,2020-03-08,1423,591,336,319,0,2753,498,32,90,6,20,0,0,0,0,29,1,1521,509,0,0,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2020,march,2020-03-01,Tuolumne County,06,109,06109,77,22,31,7,137,96,34,130,3,4,7,2020-03-09,147,36,9,36,NA,470,65,7,9,NA,10,0,0,0,0,4,0,200,139,22,0,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2020,march,2020-03-01,Ventura County,06,111,06111,728,119,491,83,1421,733,461,1194,114,113,227,2020-03-09,1564,983,159,385,NA,1057,1481,34,218,NA,NA,NA,NA,NA,NA,NA,3,1713,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2020,march,2020-03-01,Yolo County,06,113,06113,176,22,56,6,260,178,52,230,20,10,30,2020-03-01,304,150,51,110,0,298,48,6,11,0,0,3,0,5,3,5,0,431,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2020,march,2020-03-01,Yuba County,06,115,06115,267,32,59,5,363,286,58,344,13,6,19,2020-03-09,387,174,69,80,0,537,246,17,34,0,0,0,167,0,1,12,0,329,0,0,0,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2020,february,2020-02-01,Alameda County,06,001,06001,2033,180,354,41,2608,2025,373,2398,188,22,210,2020-02-17,2656,NA,671,578,11,1730,654,81,171,8,7,110,481,42,0,27,0,2875,0,0,0,NA,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2020,february,2020-02-01,Amador County,06,005,06005,38,5,33,9,85,37,33,70,6,9,15,2020-02-05,94,30,10,30,0,106,34,3,1,0,7,0,0,0,0,5,8,97,0,20,0,NA,NA,NA,NA,NA,NA,NA
Butte Sheriff's Department,2020,february,2020-02-01,Butte County,06,007,06007,310,59,159,34,562,343,161,504,26,32,58,2020-02-25,575,251,107,44,5,498,43,13,94,1,9,0,0,0,0,80,11,1001,10,32,0,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2020,february,2020-02-01,Calaveras County,06,009,06009,74,13,24,9,120,80,22,102,7,11,18,2020-02-18,120,52,32,37,0,238,67,0,7,3,0,0,0,0,0,0,0,134,0,24,0,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2020,february,2020-02-01,Colusa County,06,011,06011,34,7,25,2,68,28,8,36,13,19,32,2020-02-02,76,8,14,27,0,92,14,2,8,0,5,0,5,0,0,2,0,108,0,3,0,NA,NA,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2020,february,2020-02-01,Contra Costa County,06,013,06013,804,120,134,35,1093,779,144,923,145,25,170,2020-02-02,1133,443,107,313,50,640,2200,42,114,4,0,0,0,0,0,36,0,1945,0,0,0,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2020,february,2020-02-01,Del Norte County,06,015,06015,53,12,37,8,110,57,24,81,8,21,29,2020-02-21,119,2,0,20,0,68,58,4,4,0,4,0,0,0,0,2,0,204,0,0,0,NA,NA,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2020,february,2020-02-01,El Dorado County,06,017,06017,198,29,126,40,393,207,135,342,20,31,51,2020-02-02,414,171,21,142,0,427,296,12,24,5,8,0,1,0,7,1,0,489,137,3,0,NA,NA,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2020,february,2020-02-01,Fresno County,06,019,06019,2123,190,573,77,2963,2217,583,2800,96,67,163,2020-02-02,3005,208,749,821,57,6414,1282,82,427,31,30,0,216,55,73,64,0,2227,278,123,0,NA,NA,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2020,february,2020-02-01,Glenn County,06,021,06021,62,16,20,4,102,58,16,74,20,8,28,2020-02-05,114,29,18,13,0,106,14,6,7,0,0,0,0,0,0,4,0,139,0,0,0,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2020,february,2020-02-01,Humboldt County,06,023,06023,249,48,85,18,400,271,94,365,26,9,35,2020-02-23,409,75,52,89,NA,452,11,15,38,11,4,NA,NA,NA,NA,4,0,762,68,74,NA,NA,NA,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2020,february,2020-02-01,Imperial County,06,025,06025,174,34,135,30,373,194,162,356,14,3,17,2020-02-25,397,75,23,75,20,254,147,26,17,7,3,0,70,0,0,2,3,399,0,0,0,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2020,february,2020-02-01,Inyo County,06,027,06027,19,7,16,2,44,21,10,31,5,8,13,2020-02-24,51,12,0,11,0,63,12,0,2,0,0,0,0,0,0,0,0,55,0,0,0,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2020,february,2020-02-01,Kern County,06,029,06029,1512,205,124,21,1862,1610,129,1739,107,16,123,2020-02-23,1889,1677,347,462,70,1771,170,214,177,32,22,NA,116,NA,NA,126,2,2226,257,609,NA,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2020,february,2020-02-01,Kings County,06,031,06031,358,54,127,37,576,383,84,467,29,80,109,2020-02-28,591,147,0,204,16,151,375,45,33,8,NA,0,0,0,1,NA,NA,514,0,0,0,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2020,february,2020-02-01,Lake County,06,033,06033,121,27,92,21,261,119,83,202,29,30,59,2020-02-27,277,92,50,63,0,390,22,20,25,0,0,0,0,0,0,0,0,305,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2020,february,2020-02-01,Lassen County,06,035,06035,47,6,33,15,101,48,44,92,5,4,9,2020-02-29,114,21,10,20,0,229,28,8,0,0,1,0,0,0,16,3,0,96,0,0,0,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2020,february,2020-02-01,Los Angeles County,06,037,06037,9149,1350,5385,856,16740,9520,5287,14807,979,954,1933,2020-02-26,17228,3391,2109,4488,3362,8905,9961,620,994,553,401,0,0,0,0,293,23,7549,72,34,NA,NA,NA,NA,NA,NA,NA,NA
Madera Corrections Department,2020,february,2020-02-01,Madera County,06,039,06039,288,59,107,12,466,303,103,406,44,16,60,2020-02-27,525,56,79,43,0,356,128,6,42,0,1,0,0,0,0,1,0,397,0,0,0,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,2020,february,2020-02-01,Marin County,06,041,06041,171,29,58,14,272,154,45,199,46,27,73,2020-02-14,284,8,151,40,20,300,120,7,42,NA,13,0,1,0,0,0,0,549,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2020,february,2020-02-01,Mariposa County,06,043,06043,22,4,14,0,40,22,9,31,4,5,9,2020-02-28,49,18,13,18,0,16,6,1,2,0,0,0,0,0,0,1,0,81,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2020,february,2020-02-01,Mendocino County,06,045,06045,132,22,100,17,271,74,30,104,80,87,167,2020-02-24,292,13,56,106,NA,413,163,9,20,NA,20,NA,NA,NA,NA,9,NA,360,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2020,february,2020-02-01,Merced County,06,047,06047,506,111,20,0,637,617,20,637,0,0,0,2020-02-03,720,244,48,244,0,698,220,24,40,0,50,0,0,0,0,0,3,664,0,54,0,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2020,february,2020-02-01,Modoc County,06,049,06049,23,4,8,6,41,22,11,33,5,3,8,2020-02-14,45,16,2,16,0,13,7,3,2,0,1,0,0,0,0,5,0,39,3,2,0,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2020,february,2020-02-01,Mono County,06,051,06051,20,0,9,1,30,15,6,21,5,4,9,2020-02-03,34,2,0,0,0,8,6,8,2,0,0,0,0,0,0,1,0,41,0,0,0,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2020,february,2020-02-01,Monterey County,06,053,06053,505,63,270,38,876,521,258,779,47,50,97,2020-02-17,933,NA,NA,261,NA,2036,336,12,116,8,25,0,0,0,0,9,0,993,163,208,0,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2020,february,2020-02-01,Napa County,06,055,06055,136,25,83,10,254,148,79,227,13,14,27,2020-02-29,278,74,32,86,1,55,195,12,26,5,15,0,0,0,0,6,0,383,123,52,0,NA,NA,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2020,february,2020-02-01,Nevada County,06,057,06057,136,30,32,10,208,155,28,183,11,14,25,2020-02-17,217,42,14,76,0,369,42,2,25,4,NA,NA,47,NA,3,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2020,february,2020-02-01,Orange County,06,059,06059,2613,308,1826,327,5074,2372,1170,3542,549,983,1532,2020-02-23,5156,2021,405,1221,123,9589,7975,227,1130,16,125,NA,128,NA,NA,89,9,4448,0,0,0,NA,NA,NA,NA,NA,NA,NA
Placer Sheriff's Department,2020,february,2020-02-01,Placer County,06,061,06061,419,43,171,54,687,320,149,469,142,76,218,2020-02-19,708,303,92,303,12,903,75,42,111,27,14,0,0,0,0,6,0,855,112,3,0,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2020,february,2020-02-01,Plumas County,06,063,06063,18,5,23,6,52,14,17,31,9,12,21,2020-02-29,57,NA,NA,6,0,190,17,13,11,0,1,1,0,0,1,2,1,105,0,0,0,NA,NA,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2020,february,2020-02-01,Riverside County,06,065,06065,2527,305,865,126,3823,2698,869,3567,134,122,256,2020-02-18,3885,1426,650,1411,536,12490,3856,377,192,49,63,26,0,0,0,86,3,4403,113,356,0,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2020,february,2020-02-01,Sacramento County,06,067,06067,1983,236,1115,212,3546,2062,979,3041,157,348,505,2020-02-28,3612,1967,736,1012,17,5501,2472,63,683,20,35,0,306,22,0,134,1,3141,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2020,february,2020-02-01,San Benito County,06,069,06069,69,12,38,8,127,57,32,89,24,14,38,2020-02-26,138,21,9,21,0,93,65,2,19,0,2,0,0,0,0,0,0,204,25,0,NA,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2020,february,2020-02-01,San Bernardino County,06,071,06071,3635,437,1243,191,5506,2957,1081,4038,1115,353,1468,2020-02-19,5774,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0,262,NA,0,147,0,5534,147,14,0,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2020,february,2020-02-01,San Diego County,06,073,06073,2553,439,2048,412,5452,2723,2274,4997,269,186,455,2020-02-18,5597,4613,1272,1577,41,18588,6214,144,417,58,95,NA,NA,NA,NA,27,14,6079,0,653,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Work Furlough,2020,february,2020-02-01,San Diego County,06,073,06073,2,2,266,63,333,NA,NA,0,NA,NA,0,2020-02-05,335,NA,NA,NA,0,0,0,NA,NA,0,0,0,218,0,0,0,0,135,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2020,february,2020-02-01,San Francisco County,06,075,06075,870,80,154,14,1118,879,155,1034,71,13,84,2020-02-03,1186,546,278,308,189,2614,1606,61,98,86,12,NA,0,0,0,6,8,1280,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2020,february,2020-02-01,San Joaquin County,06,077,06077,858,128,331,65,1382,908,331,1239,78,65,143,2020-02-18,1431,424,274,212,33,873,228,158,47,33,13,0,0,0,0,73,0,1828,398,39,0,NA,NA,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2020,february,2020-02-01,San Luis Obispo County,06,079,06079,258,38,170,42,508,221,101,322,75,111,186,2020-02-27,536,289,78,267,NA,1571,393,28,60,NA,11,NA,NA,2,0,7,0,773,NA,130,0,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2020,february,2020-02-01,San Mateo County,06,081,06081,561,76,290,47,974,561,297,858,76,40,116,2020-02-17,1003,521,237,185,8,359,520,61,119,16,16,0,4,0,0,16,0,1195,0,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2020,february,2020-02-01,Santa Barbara County,06,083,06083,496,67,317,42,922,479,277,756,84,82,166,2020-02-01,926,NA,NA,269,NA,792,148,45,68,NA,11,0,0,0,0,NA,5,1006,277,23,0,NA,NA,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2020,february,2020-02-01,Santa Clara County,06,085,06085,2341,240,625,73,3279,2201,531,2732,380,167,547,2020-02-03,3361,NA,NA,NA,97,4246,1966,206,358,20,19,0,0,0,0,NA,5,3068,0,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2020,february,2020-02-01,Santa Cruz County,06,087,06087,235,34,76,20,365,38,13,51,231,83,314,2020-02-03,487,134,70,111,46,725,435,9,42,3,7,NA,NA,NA,NA,1,1,751,NA,1,0,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2020,february,2020-02-01,Shasta County,06,089,06089,264,47,104,19,434,291,113,404,20,10,30,2020-02-17,449,203,72,124,0,402,166,20,60,5,23,17,0,0,0,15,0,765,154,53,0,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2020,february,2020-02-01,Siskiyou County,06,093,06093,68,11,11,3,93,79,14,93,0,0,0,2020-02-19,99,59,27,46,0,202,88,7,3,3,1,0,0,0,0,0,0,193,7,28,0,NA,NA,NA,NA,NA,NA,NA
Solano Sheriff's Department,2020,february,2020-02-01,Solano County,06,095,06095,495,67,121,14,697,483,99,582,79,36,115,2020-02-18,739,147,390,147,0,1862,644,14,35,0,11,0,0,0,0,17,0,1121,0,0,0,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2020,february,2020-02-01,Sonoma County,06,097,06097,512,82,306,54,954,480,254,734,114,106,220,2020-02-17,1031,450,243,315,224,986,136,44,52,11,16,0,NA,10,NA,24,26,1391,0,102,0,NA,NA,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2020,february,2020-02-01,Stanislaus County,06,099,06099,862,123,303,34,1322,882,252,1134,103,85,188,2020-02-28,1390,415,312,251,57,1312,398,71,92,0,22,NA,NA,NA,NA,13,6,1585,482,299,0,NA,NA,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2020,february,2020-02-01,Sutter County,06,101,06101,120,21,55,10,206,130,59,189,11,6,17,2020-02-04,229,48,58,70,7,148,210,27,14,2,4,0,0,0,0,5,0,376,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2020,february,2020-02-01,Tehama County,06,103,06103,76,17,66,13,172,NA,NA,0,NA,NA,0,2020-02-23,193,44,13,45,0,377,78,4,9,5,3,0,0,0,0,3,0,248,0,55,0,NA,NA,NA,NA,NA,NA,NA
