jurisdiction,year,quarter,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,num_inmate_assaults_on_staff,money_spent_medication_last_qtr,money_spent_psych_med_last_qtr,avg_length_stay_all_releases,avg_length_stay_pretrial_release,avg_length_stay_sentnced_release,num_inmate_are_3rd_striker,num_inmate_are_2nd_striker,num_unserved_felony_warrants,num_unserved_misdemean_warrants,percent_inmates_illegal_alien
Fresno Sheriff's Department,2005,1,Fresno County,06,019,06019,12,NA,NA,27.610000000000003,22.39,87.63,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2005,1,Glenn County,06,021,06021,0,22340,5592,13,9,20,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2005,1,Humboldt County,06,023,06023,1,28227,12047,16,12,39.849999999999994,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2005,1,Imperial County,06,025,06025,6,19080,4816,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2005,1,Inyo County,06,027,06027,0,15630,3511,NA,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2005,1,Kern County,06,029,06029,3,140514,94533,21,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2005,1,Kings County,06,031,06031,0,26079,17701,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2005,1,Lake County,06,033,06033,NA,20774,14294,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2005,1,Lassen County,06,035,06035,0,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2005,1,Los Angeles County,06,037,06037,73,2580168,1424547,42.620000000000005,39.37,42.849999999999994,NA,NA,NA,NA,NA
Madera Corrections Department,2005,1,Madera County,06,039,06039,1,82976,58141,28.5,10.5,48,NA,NA,NA,NA,NA
Marin Sheriff's Department,2005,1,Marin County,06,041,06041,0,37938,29811,15,8,38,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2005,1,Mariposa County,06,043,06043,0,20234,8989,14,14,13,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2005,1,Mendocino County,06,045,06045,0,7906,2098,19,13,29,NA,NA,NA,NA,NA
Merced Sheriff's Department,2005,1,Merced County,06,047,06047,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2005,1,Modoc County,06,049,06049,0,9585,NA,7,5.5,24,NA,NA,NA,NA,NA
Mono Sheriff's Department,2005,1,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2005,1,Monterey County,06,053,06053,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2005,1,Napa County,06,055,06055,0,23000,19000,48,19,92,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2005,1,Nevada County,06,057,06057,NA,24798,11752,NA,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2005,1,Orange County,06,059,06059,11,828429,405657,34.849999999999994,1.35,38.849999999999994,NA,NA,NA,NA,NA
Santa Ana Police Department,2005,1,Orange County,06,059,06059,0,NA,NA,19,14.5,30,NA,NA,NA,NA,NA
Placer Sheriff's Department,2005,1,Placer County,06,061,06061,2,39467,15170,20.1,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2005,1,Plumas County,06,063,06063,0,17678,11559,13,5,22,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2005,1,Riverside County,06,065,06065,32,470946,330165,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2005,1,Sacramento County,06,067,06067,9,439818,366976,31.3,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2005,1,San Benito County,06,069,06069,0,8464,7604,NA,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2005,1,San Bernardino County,06,071,06071,3,732022,380365,43,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2005,1,San Diego County,06,073,06073,11,858618,475538,19.7,8.1,70.9,NA,NA,NA,NA,NA
San Diego Work Furlough,2005,1,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2005,1,San Francisco County,06,075,06075,6,516755,140000,NA,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2005,1,San Joaquin County,06,077,06077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2005,1,San Luis Obispo County,06,079,06079,1,69593,47407,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2005,1,San Mateo County,06,081,06081,7,162018,90267,16,14,20,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2005,1,Santa Barbara County,06,083,06083,2,87111,58719,19,9,41,NA,NA,NA,NA,NA
Santa Clara Probation Department,2005,1,Santa Clara County,06,085,06085,0,NA,NA,77.25,NA,77.25,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2005,1,Santa Clara County,06,085,06085,12,477862,257715,100,127,95,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2005,1,Santa Cruz County,06,087,06087,0,4763,893,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2005,1,Shasta County,06,089,06089,0,39648,25534,7.3,8.4,54.7,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2005,1,Sierra County,06,091,06091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2005,1,Siskiyou County,06,093,06093,0,NA,NA,22,31,19,NA,NA,NA,NA,NA
Solano Sheriff's Department,2005,1,Solano County,06,095,06095,10,81312,46385,21,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2005,1,Sonoma County,06,097,06097,15,111808,80378,25.5,7.1,57.5,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2005,1,Stanislaus County,06,099,06099,5,47616,28308,14,9,48,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2005,1,Sutter County,06,101,06101,0,52655,11288,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2005,1,Tehama County,06,103,06103,0,36497,11330,14.7,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2005,1,Trinity County,06,105,06105,0,NA,NA,17,3,61,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2005,1,Tulare County,06,107,06107,0,NA,NA,40.77,32.64,69.7,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2005,1,Tuolumne County,06,109,06109,0,5946,3208,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2005,1,Ventura County,06,111,06111,2,82355,40615,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2005,1,Ventura County,06,111,06111,0,212,0,60.5,NA,60.5,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2005,1,Yolo County,06,113,06113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2005,1,Yuba County,06,115,06115,3,62219,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2004,4,Alameda County,06,001,06001,4,681350,456370,28.53,21.17,62.3,NA,NA,NA,NA,NA
Oakland Police Department,2004,4,Alameda County,06,001,06001,0,2398,404,2,2,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2004,4,Amador County,06,005,06005,0,5898,5050,22,6,79,NA,NA,NA,NA,NA
Butte Sheriff's Department,2004,4,Butte County,06,007,06007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2004,4,Calaveras County,06,009,06009,3,3224,1880,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2004,4,Colusa County,06,011,06011,0,4012,632,22,6,39,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2004,4,Contra Costa County,06,013,06013,13,213850,111108,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2004,4,Del Norte County,06,015,06015,0,14623,10439,11.2,6.1,27,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2004,4,El Dorado County,06,017,06017,4,NA,NA,19.3,3.7,36.1,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2004,4,Fresno County,06,019,06019,14,NA,NA,29.279999999999998,22.09,93.16,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2004,4,Glenn County,06,021,06021,0,22219,9272,12,8,23,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2004,4,Humboldt County,06,023,06023,1,27206,12075,14,11,35,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2004,4,Imperial County,06,025,06025,3,4961,2529,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2004,4,Inyo County,06,027,06027,0,15640,4427,NA,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2004,4,Kern County,06,029,06029,6,128020,74045,22,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2004,4,Kings County,06,031,06031,0,13996,7929,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2004,4,Lake County,06,033,06033,NA,13054,7093,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2004,4,Lassen County,06,035,06035,0,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2004,4,Los Angeles County,06,037,06037,35,2571011,1706911,23.21,9.92,38.39,NA,NA,NA,NA,NA
Madera Corrections Department,2004,4,Madera County,06,039,06039,1,140744,58993,29,11,47,NA,NA,NA,NA,NA
Marin Sheriff's Department,2004,4,Marin County,06,041,06041,1,29892,15946,15.3,7.1,43.2,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2004,4,Mariposa County,06,043,06043,0,19525,9469,14,15,13,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2004,4,Mendocino County,06,045,06045,0,8419,2709,19,11,47,NA,NA,NA,NA,NA
Merced Sheriff's Department,2004,4,Merced County,06,047,06047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2004,4,Modoc County,06,049,06049,0,9970,NA,9.1,3.1,22.5,NA,NA,NA,NA,NA
Mono Sheriff's Department,2004,4,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2004,4,Monterey County,06,053,06053,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2004,4,Napa County,06,055,06055,2,32326,23208,35,11,67,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2004,4,Nevada County,06,057,06057,0,19059,11887,NA,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2004,4,Orange County,06,059,06059,10,642643,316716,35,1.3,39.8,NA,NA,NA,NA,NA
Santa Ana Police Department,2004,4,Orange County,06,059,06059,0,NA,NA,17,13,28,NA,NA,NA,NA,NA
Placer Sheriff's Department,2004,4,Placer County,06,061,06061,2,50857,26332,20.1,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2004,4,Plumas County,06,063,06063,1,14621,9314,21.7,4.08,40.879999999999995,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2004,4,Riverside County,06,065,06065,31,500069,330653,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2004,4,Sacramento County,06,067,06067,10,465286,339474,38.2,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2004,4,San Benito County,06,069,06069,0,21829,15831,NA,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2004,4,San Bernardino County,06,071,06071,11,864333,449453,44,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2004,4,San Diego County,06,073,06073,10,858618,475538,20.3,6.4,77.1,NA,NA,NA,NA,NA
San Diego Work Furlough,2004,4,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2004,4,San Francisco County,06,075,06075,9,470584,99500,NA,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2004,4,San Joaquin County,06,077,06077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2004,4,San Luis Obispo County,06,079,06079,2,89944,67514,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2004,4,San Mateo County,06,081,06081,2,175120,101834,18,17,22,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2004,4,Santa Barbara County,06,083,06083,3,86426,53824,18,7,46,NA,NA,NA,NA,NA
Santa Clara Probation Department,2004,4,Santa Clara County,06,085,06085,0,NA,NA,80,NA,80,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2004,4,Santa Clara County,06,085,06085,4,437426,252573,99,133,71,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2004,4,Santa Cruz County,06,087,06087,3,51926,46681,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2004,4,Shasta County,06,089,06089,10,38676,27180,18.8,2,27,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2004,4,Sierra County,06,091,06091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2004,4,Siskiyou County,06,093,06093,0,NA,NA,21,34,17,NA,NA,NA,NA,NA
Solano Sheriff's Department,2004,4,Solano County,06,095,06095,3,98980,52979,22,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2004,4,Sonoma County,06,097,06097,5,79565,47511,34.4,7.5,63.1,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2004,4,Stanislaus County,06,099,06099,6,58074,42146,16,14,52,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2004,4,Sutter County,06,101,06101,0,38762,11425,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2004,4,Tehama County,06,103,06103,0,46026,13368,16.8,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2004,4,Trinity County,06,105,06105,1,NA,NA,23,3,25,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2004,4,Tulare County,06,107,06107,0,NA,NA,40.77,27.810000000000002,77.88,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2004,4,Tuolumne County,06,109,06109,1,8976,5674,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2004,4,Ventura County,06,111,06111,0,121724,86776,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2004,4,Ventura County,06,111,06111,0,601,0,59,NA,59,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2004,4,Yolo County,06,113,06113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2004,4,Yuba County,06,115,06115,5,64830,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2004,3,Alameda County,06,001,06001,6,684590,456890,29.130000000000003,22.01,61.2,NA,NA,NA,NA,NA
Oakland Police Department,2004,3,Alameda County,06,001,06001,0,1750,278,2,2,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2004,3,Amador County,06,005,06005,0,3386,2335,10,5,31,NA,NA,NA,NA,NA
Butte Sheriff's Department,2004,3,Butte County,06,007,06007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2004,3,Calaveras County,06,009,06009,1,4713,3260,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2004,3,Colusa County,06,011,06011,0,2790,2179,15,3,27,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2004,3,Contra Costa County,06,013,06013,16,206617,120601,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2004,3,Del Norte County,06,015,06015,0,13926,9493,10.5,5.3,25.4,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2004,3,El Dorado County,06,017,06017,1,NA,NA,22,4,47,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2004,3,Fresno County,06,019,06019,18,NA,NA,28.330000000000002,22.87,88.73,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2004,3,Glenn County,06,021,06021,0,31715,10551,14,9,28,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2004,3,Humboldt County,06,023,06023,2,30012,17077,15.2,11.850000000000001,39.51,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2004,3,Imperial County,06,025,06025,0,15052,6739,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2004,3,Inyo County,06,027,06027,0,8601,2565,NA,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2004,3,Kern County,06,029,06029,4,114534,64206,22,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2004,3,Kings County,06,031,06031,0,26273,20340,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2004,3,Lake County,06,033,06033,NA,21039,14314,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2004,3,Lassen County,06,035,06035,0,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2004,3,Los Angeles County,06,037,06037,59,2571011,1706911,24.69,14.370000000000001,36.15,NA,NA,NA,NA,NA
Madera Corrections Department,2004,3,Madera County,06,039,06039,2,73012,48967,21,7,41,NA,NA,NA,NA,NA
Marin Sheriff's Department,2004,3,Marin County,06,041,06041,0,27691,23903,16.4,7.4,46.7,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2004,3,Mariposa County,06,043,06043,0,16929,11750,14,13,15,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2004,3,Mendocino County,06,045,06045,0,12308,3669,20,13,28,NA,NA,NA,NA,NA
Merced Sheriff's Department,2004,3,Merced County,06,047,06047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2004,3,Modoc County,06,049,06049,0,6089,NA,8.3,3.5,26.1,NA,NA,NA,NA,NA
Mono Sheriff's Department,2004,3,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2004,3,Monterey County,06,053,06053,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2004,3,Napa County,06,055,06055,0,13548,10606,37,11,69,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2004,3,Nevada County,06,057,06057,0,20009,11396,NA,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2004,3,Orange County,06,059,06059,13,705264,387533,33.5,1.2,38.9,NA,NA,NA,NA,NA
Santa Ana Police Department,2004,3,Orange County,06,059,06059,0,NA,NA,15,12.5,25,NA,NA,NA,NA,NA
Placer Sheriff's Department,2004,3,Placer County,06,061,06061,0,49533,25482,20,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2004,3,Plumas County,06,063,06063,0,11564,9314,9.8,2.6,18.4,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2004,3,Riverside County,06,065,06065,18,477415,337925,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2004,3,Sacramento County,06,067,06067,13,406172,286929,36.3,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2004,3,San Benito County,06,069,06069,1,29291,16110,NA,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2004,3,San Bernardino County,06,071,06071,11,1031689,392340,35.6,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2004,3,San Diego County,06,073,06073,10,911178,484855,20.5,12.6,73.9,NA,NA,NA,NA,NA
San Diego Work Furlough,2004,3,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2004,3,San Francisco County,06,075,06075,26,418124,86114,NA,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2004,3,San Joaquin County,06,077,06077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2004,3,San Luis Obispo County,06,079,06079,0,80643,59415,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2004,3,San Mateo County,06,081,06081,2,175358,90185,21,19,24,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2004,3,Santa Barbara County,06,083,06083,2,85124,57921,18,6,44,NA,NA,NA,NA,NA
Santa Clara Probation Department,2004,3,Santa Clara County,06,085,06085,0,NA,NA,86,NA,86,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2004,3,Santa Clara County,06,085,06085,4,700795,501494,94,130,83,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2004,3,Santa Cruz County,06,087,06087,2,343718,295059,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2004,3,Shasta County,06,089,06089,1,40543,16889,30.2,3.2,40.8,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2004,3,Sierra County,06,091,06091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2004,3,Siskiyou County,06,093,06093,0,NA,NA,17,31,18,NA,NA,NA,NA,NA
Solano Sheriff's Department,2004,3,Solano County,06,095,06095,10,100199,63606,21.2,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2004,3,Sonoma County,06,097,06097,16,93407,67385,26.2,5.7,56.7,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2004,3,Stanislaus County,06,099,06099,7,60143,44593,15,14,51,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2004,3,Sutter County,06,101,06101,0,37942,8006,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2004,3,Tehama County,06,103,06103,0,49101,16754,17.4,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2004,3,Trinity County,06,105,06105,0,NA,NA,19,4,45,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2004,3,Tulare County,06,107,06107,0,NA,NA,40.77,27.330000000000002,70.01,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2004,3,Tuolumne County,06,109,06109,0,4999,2536,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2004,3,Ventura County,06,111,06111,3,118960,76869,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2004,3,Ventura County,06,111,06111,0,482,0,55,NA,55,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2004,3,Yolo County,06,113,06113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2004,3,Yuba County,06,115,06115,4,66475,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2004,2,Alameda County,06,001,06001,5,684341,459637,28.68,22.08,61.5,NA,NA,NA,NA,NA
Oakland Police Department,2004,2,Alameda County,06,001,06001,0,2247,213,2,2,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2004,2,Amador County,06,005,06005,0,4312,1521,18,4,74,NA,NA,NA,NA,NA
Butte Sheriff's Department,2004,2,Butte County,06,007,06007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2004,2,Calaveras County,06,009,06009,1,7775,4482,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2004,2,Colusa County,06,011,06011,0,3957,927,20,4,37,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2004,2,Contra Costa County,06,013,06013,13,207959,106280,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2004,2,Del Norte County,06,015,06015,0,14625,8635,18,8,9,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2004,2,El Dorado County,06,017,06017,2,NA,NA,15,2,51,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2004,2,Fresno County,06,019,06019,3,NA,NA,27.439999999999998,21.88,77.75,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2004,2,Glenn County,06,021,06021,2,18763,7123,12,8,21,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2004,2,Humboldt County,06,023,06023,2,45908,32091,17,14,35,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2004,2,Imperial County,06,025,06025,2,18985,4895,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2004,2,Inyo County,06,027,06027,0,15410,3537,NA,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2004,2,Kern County,06,029,06029,8,101047,54366,NA,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2004,2,Kings County,06,031,06031,0,26272,20339,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2004,2,Lake County,06,033,06033,NA,23483,15898,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2004,2,Lassen County,06,035,06035,0,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2004,2,Los Angeles County,06,037,06037,69,2775200,1477813,22.41,9.370000000000001,36.879999999999995,NA,NA,NA,NA,NA
Madera Corrections Department,2004,2,Madera County,06,039,06039,2,78295,50891,22,9,39,NA,NA,NA,NA,NA
Marin Sheriff's Department,2004,2,Marin County,06,041,06041,0,43993,25818,15.2,8.2,42.5,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2004,2,Mariposa County,06,043,06043,0,12416,8191,14,12,16,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2004,2,Mendocino County,06,045,06045,0,13153,3600,20,13,24,NA,NA,NA,NA,NA
Merced Sheriff's Department,2004,2,Merced County,06,047,06047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2004,2,Modoc County,06,049,06049,0,4351,NA,8.1,2.3,13.4,NA,NA,NA,NA,NA
Mono Sheriff's Department,2004,2,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2004,2,Monterey County,06,053,06053,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2004,2,Napa County,06,055,06055,0,33045,24874,34,16,72,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2004,2,Nevada County,06,057,06057,NA,20958,10905,NA,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2004,2,Orange County,06,059,06059,12,605103,325345,37.7,3.3,34.4,NA,NA,NA,NA,NA
Santa Ana Police Department,2004,2,Orange County,06,059,06059,0,NA,NA,13,12,22,NA,NA,NA,NA,NA
Placer Sheriff's Department,2004,2,Placer County,06,061,06061,0,43029,17859,20,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2004,2,Plumas County,06,063,06063,0,12881,9314,13.31,3.09,25.37,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2004,2,Riverside County,06,065,06065,20,586284,386380,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2004,2,Sacramento County,06,067,06067,11,329434,202797,34.2,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2004,2,San Benito County,06,069,06069,0,23652,7564,NA,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2004,2,San Bernardino County,06,071,06071,6,906925,367543,34,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2004,2,San Diego County,06,073,06073,13,811907,324479,19.5,11.4,68.2,NA,NA,NA,NA,NA
San Diego Work Furlough,2004,2,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2004,2,San Francisco County,06,075,06075,20,244635,91218,NA,NA,NA,NA,NA,NA,NA,NA
